Bankable,Breeedable Form,Origin,Games First Appears On,Form variant,Regional form,Special form,Family,Family order,Evolution,Pokémon,Pokémon Fr,Dex,Sprites,Shiny Sprites,Icon,Bulbapedia Name,Bankable-ish,Slug,Type 1,Type 1 ico,Type 2,Type 2 ico,Steps,Egg Group,Egg Group 2,Male,Female,Ability 1,Ability 2,Hidden Ability,Abilities,All Moves,Move Type,Natures,Increases,Decreases
Yes,No,8,"Sword, Shield",,Galarian,,Zapdos,1,,Zapdos-Galar,Électhor de Galar,145,,,zapdos-galar,"Zapdos
(Galarian)",,zapdos-galar,Electric,,Flying,,"20,480",Undiscovered,,○,○,Pressure,,Static,Telepathy,Flying Press,Fighting,,,
Yes,No,1,"Red, Green, Blue, Yellow",,,,Moltres,0,,Moltres,Sulfura,146,,,moltres,Moltres,,moltres,Fire,,Flying,,"20,480",Undiscovered,,○,○,Pressure,,Flame Body,Teravolt,Focus Blast,Fighting,,,
Yes,No,8,"Sword, Shield",,Galarian,,Moltres,1,,Moltres-Galar,Sulfura de Galar,146,,,moltres-galar,"Moltres
(Galarian)",,moltres-galar,Fire,,Flying,,"20,480",Undiscovered,,○,○,Pressure,,Flame Body,Teravolt,Focus Blast,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Dratini,0,,Dratini,Minidraco,147,,,dratini,Dratini,,dratini,Dragon,,,,"10,240",Water 1,Dragon,50.00%,50.00%,Shed Skin,,Marvel Scale,Thick Fat,Focus Energy,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Dratini,1,30,Dragonair,Draco,148,,,dragonair,Dragonair,,dragonair,Dragon,,,,"10,240",Water 1,Dragon,50.00%,50.00%,Shed Skin,,Marvel Scale,Tinted Lens,Focus Punch,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Dratini,2,55,Dragonite,Dracolosse,149,,,dragonite,Dragonite,,dragonite,Dragon,,Flying,,"10,240",Water 1,Dragon,50.00%,50.00%,Inner Focus,,Multiscale,Torrent,Follow Me,Normal,,,
Yes,No,1,"Red, Green, Blue, Yellow",,,,Mewtwo,0,,Mewtwo,Mewtwo,150,,,mewtwo,Mewtwo,,mewtwo,Pyschic,,,,"30,720",Undiscovered,,○,○,Pressure,,Unnerve,Tough Claws,Force Palm,Fighting,,,
No,No,6,"X, Y",,,Mega,Mewtwo,1,,Mega Mewtwo X,Mega Mewtwo X,150,,,mewtwo-mega-x,Mewtwo,Yes,mewtwo-mega-x,Pyschic,,Fighting,,"30,720",Undiscovered,,○,○,Steadfast,,,Toxic Boost,Foresight,Normal,,,
No,No,6,"X, Y",,,Mega,Mewtwo,2,,Mega Mewtwo Y,Mega Mewtwo Y,150,,,mewtwo-mega-y,Mewtwo,Yes,mewtwo-mega-y,Pyschic,,,,"30,720",Undiscovered,,○,○,Insomnia,,,Trace,Forest's Curse,Grass,,,
Yes,No,1,"Red, Green, Blue, Yellow",,,,Mew,0,,Mew,Mew,151,,,mew,Mew,,mew,Pyschic,,,,"30,720",Undiscovered,,○,○,Synchronize,,,Triage,Foul Play,Dark,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Chikorita,0,,Chikorita,Germignon,152,,,chikorita,Chikorita,,chikorita,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Leaf Guard,Truant,Freeze Shock,Ice,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Chikorita,1,16,Bayleef,Macronium,153,,,bayleef,Bayleef,,bayleef,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Leaf Guard,Turboblaze,Freeze-Dry,Ice,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Chikorita,2,32,Meganium,Méganium,154,,,meganium,Meganium,,meganium,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Leaf Guard,Unaware,Frenzy Plant,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Chikorita,3,32,Meganium ♀,Méganium ♀,154,,,meganium,Meganium,,meganium-f,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Leaf Guard,Unburden,Frost Breath,Ice,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Cyndaquil,0,,Cyndaquil,Héricendre,155,,,cyndaquil,Cyndaquil,,cyndaquil,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Unnerve,Frustration,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cyndaquil,1,,Alpha Cyndaquil,Baron Héricendre,155,,,cyndaquil,Cyndaquil,,cyndaquil-alpha,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Unnerve,Frustration,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Cyndaquil,2,14,Quilava,Feurisson,156,,,quilava,Quilava,,quilava,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Victory Star,Fury Attack,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cyndaquil,3,14,Alpha Quilava,Baron Feurisson,156,,,quilava,Quilava,,quilava-alpha,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Victory Star,Fury Attack,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Cyndaquil,4,36,Typhlosion,Typhlosion,157,,,typhlosion,Typhlosion,,typhlosion,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Vital Spirit,Fury Cutter,Bug,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,Alpha,Cyndaquil,5,36,Alpha Typhlosion,Baron Typhlosion,157,,,typhlosion,Typhlosion,,typhlosion-alpha,Fire,,,,"5,120",Field,,88.10%,11.90%,Blaze,,Flash Fire,Vital Spirit,Fury Cutter,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,,Hisuian,,Cyndaquil,6,36,Typhlosion-Hisui,Typhlosion de Hisui,157,,,typhlosion-hisui,Typhlosion (Hisuian),,typhlosion-hisui,Fire,,Ghost,,,,,,,,,,,,,,,
Yes,Yes,8,Pokémon Legends Arceus,,Hisuian,Alpha,Cyndaquil,7,36,Alpha Typhlosion-Hisui,Baron Typhlosion de Hisui,157,,,typhlosion-hisui,Typhlosion (Hisuian),,typhlosion-hisui-alpha,Fire,,Ghost,,,,,,,,,,,,,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Totodile,0,,Totodile,Kaiminus,158,,,totodile,Totodile,,totodile,Water,,,,"5,120",Monster,Water 1,88.10%,11.90%,Torrent,,Sheer Force,Volt Absorb,Fury Swipes,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Totodile,1,18,Croconaw,Crocrodil,159,,,croconaw,Croconaw,,croconaw,Water,,,,"5,120",Monster,Water 1,88.10%,11.90%,Torrent,,Sheer Force,Wandering Spirit,Fusion Bolt,Electric,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Totodile,2,30,Feraligatr,Aligatueur,160,,,feraligatr,Feraligatr,,feraligatr,Water,,,,"5,120",Monster,Water 1,88.10%,11.90%,Torrent,,Sheer Force,Water Absorb,Fusion Flare,Fire,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Sentret,0,,Sentret,Fouinette,161,,,sentret,Sentret,,sentret,Normal,,,,"3,840",Field,,50.00%,50.00%,Run Away,Keen Eye,Frisk,Water Bubble,Future Sight,Pyschic,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Sentret,1,15,Furret,Fouinar,162,,,furret,Furret,,furret,Normal,,,,"3,840",Field,,50.00%,50.00%,Run Away,Keen Eye,Frisk,Water Compaction,Gastro Acid,Poison,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Hoothoot,0,,Hoothoot,Hoothoot,163,,,hoothoot,Hoothoot,,hoothoot,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Insomnia,Keen Eye,Tinted Lens,Water Veil,Gear Grind,Steel,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Hoothoot,1,20,Noctowl,Noarfang,164,,,noctowl,Noctowl,,noctowl,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Insomnia,Keen Eye,Tinted Lens,Weak Armor,Gear Up,Steel,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Ledyba,0,,Ledyba,Coxy,165,,,ledyba,Ledyba,,ledyba,Bug,,Flying,,"3,840",Bug,,50.00%,50.00%,Swarm,Early Bird,Rattled,White Smoke,Genesis Supernova,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Ledyba,1,,Ledyba ♀,Coxy ♀,165,,,ledyba,Ledyba,,ledyba-f,Bug,,Flying,,"3,840",Bug,,50.00%,50.00%,Swarm,Early Bird,Rattled,Wimp Out,Geomancy,Fairy,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Ledyba,2,18,Ledian,Coxyclaque,166,,,ledian,Ledian,,ledian,Bug,,Flying,,"3,840",Bug,,50.00%,50.00%,Swarm,Early Bird,Iron Fist,Wonder Guard,Giga Drain,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Ledyba,3,18,Ledian ♀,Coxyclaque ♀,166,,,ledian,Ledian,,ledian-f,Bug,,Flying,,"3,840",Bug,,50.00%,50.00%,Swarm,Early Bird,Iron Fist,Wonder Skin,Giga Impact,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Spinarak,0,,Spinarak,Mimigal,167,,,spinarak,Spinarak,,spinarak,Bug,,Poison,,"3,840",Bug,,50.00%,50.00%,Swarm,Insomnia,Sniper,Zen Mode,Gigavolt Havoc,Electric,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Spinarak,1,22,Ariados,Migalos,168,,,ariados,Ariados,,ariados,Bug,,Poison,,"3,840",Bug,,50.00%,50.00%,Swarm,Insomnia,Sniper,,Glaciate,Ice,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Zubat,2,23 (Happiness),Crobat,Nostenfer,169,,,crobat,Crobat,,crobat,Poison,,Flying,,"3,840",Flying,,50.00%,50.00%,Inner Focus,,Infiltrator,,Glare,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Zubat,3,23 (Happiness),Alpha Crobat,Baron Nostenfer,169,,,crobat,Crobat,,crobat-alpha,Poison,,Flying,,"3,840",Flying,,50.00%,50.00%,Inner Focus,,Infiltrator,,Glare,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Chinchou,0,,Chinchou,Loupio,170,,,chinchou,Chinchou,,chinchou,Water,,Electric,,"5,120",Water 2,,50.00%,50.00%,Volt Absorb,Illuminate,Water Absorb,,Grass Knot,Grass,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Chinchou,1,27,Lanturn,Lanturn,171,,,lanturn,Lanturn,,lanturn,Water,,Electric,,"5,120",Water 2,,50.00%,50.00%,Volt Absorb,Illuminate,Water Absorb,,Grass Pledge,Grass,,,
Yes,No,2,"Gold, Silver, Crystal",Baby,,,Pikachu,2,,Pichu,Pichu,172,,,pichu,Pichu,,pichu,Electric,,,,"5,120",Undiscovered,,50.00%,50.00%,Static,,Lightning Rod,,Grass Whistle,Grass,,,
Yes,No,8,Pokémon Legends Arceus,Baby,,Alpha,Pikachu,3,,Alpha Pichu,Baron Pichu,172,,,pichu,Pichu,,pichu-alpha,Electric,,,,"5,120",Undiscovered,,50.00%,50.00%,Static,,Lightning Rod,,Grass Whistle,Grass,,,
No,No,4,"Diamond, Pearl, Platinium",Alternate,,Event,Pikachu,4,,Spiky-Eared Pichu,Pichu Troizépi,172,,,pichu-spiky-eared,Pichu,,pichu-spiky-eared,Electric,,,,"5,120",Undiscovered,,50.00%,50.00%,Static,,,,Grassy Terrain,Grass,,,
Yes,No,2,"Gold, Silver, Crystal",Baby,,,Clefairy,5,,Cleffa,Mélo,173,,,cleffa,Cleffa,,cleffa,Normal,,,,"5,120",Undiscovered,,25.00%,75.00%,Cute Charm,Magic Guard,Friend Guard,,Grav Apple,Grass,,,
Yes,No,8,Pokémon Legends Arceus,Baby,,Alpha,Clefairy,6,,Alpha Cleffa,Baron Mélo,173,,,cleffa,Cleffa,,cleffa-alpha,Normal,,,,"5,120",Undiscovered,,25.00%,75.00%,Cute Charm,Magic Guard,Friend Guard,,Grav Apple,Grass,,,
Yes,No,2,"Gold, Silver, Crystal",Baby,,,Jigglypuff,7,,Igglybuff,Toudoudou,174,,,igglybuff,Igglybuff,,igglybuff,Normal,,Fairy,,"5,120",Undiscovered,,25.00%,75.00%,Cute Charm,Competitive,Friend Guard,,Gravity,Pyschic,,,
Yes,No,2,"Gold, Silver, Crystal",Baby,,,Togepi,0,,Togepi,Togepi,175,,,togepi,Togepi,,togepi,Fairy,,,,"2,560",Undiscovered,,88.10%,11.90%,Hustle,Serene Grace,Super Luck,,Growl,Normal,,,
Yes,No,8,Pokémon Legends Arceus,Baby,,Alpha,Togepi,1,,Alpha Togepi,Baron Togepi,175,,,togepi,Togepi,,togepi-alpha,Fairy,,,,"2,560",Undiscovered,,88.10%,11.90%,Hustle,Serene Grace,Super Luck,,Growl,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Togepi,2,2 (Happiness),Togetic,Togetic,176,,,togetic,Togetic,,togetic,Fairy,,Flying,,"2,560",Flying,Fairy,88.10%,11.90%,Hustle,Serene Grace,Super Luck,,Growth,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Togepi,3,2 (Happiness),Alpha Togetic,Baron Togetic,176,,,togetic,Togetic,,togetic-alpha,Fairy,,Flying,,"2,560",Flying,Fairy,88.10%,11.90%,Hustle,Serene Grace,Super Luck,,Growth,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Natu,0,,Natu,Natu,177,,,natu,Natu,,natu,Pyschic,,Flying,,"5,120",Flying,,50.00%,50.00%,Synchronize,Early Bird,Magic Bounce,,Grudge,Ghost,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Natu,1,25,Xatu,Xatu,178,,,xatu,Xatu,,xatu,Pyschic,,Flying,,"5,120",Flying,,50.00%,50.00%,Synchronize,Early Bird,Magic Bounce,,Guard Split,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Natu,2,25,Xatu ♀,Xatu ♀,178,,,xatu,Xatu,,xatu-f,Pyschic,,Flying,,"5,120",Flying,,50.00%,50.00%,Synchronize,Early Bird,Magic Bounce,,Guard Swap,Pyschic,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Mareep,0,,Mareep,Wattouat,179,,,mareep,Mareep,,mareep,Electric,,,,"5,120",Monster,Field,50.00%,50.00%,Static,,Plus,,Guardian of Alola,Fairy,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Mareep,1,15,Flaaffy,Lainergie,180,,,flaaffy,Flaaffy,,flaaffy,Electric,,,,"5,120",Monster,Field,50.00%,50.00%,Static,,Plus,,Guillotine,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Mareep,2,30,Ampharos,Pharamp,181,,,ampharos,Ampharos,,ampharos,Electric,,,,"5,120",Monster,Field,50.00%,50.00%,Static,,Plus,,Gunk Shot,Poison,,,
No,No,6,"X, Y",,,Mega,Mareep,3,,Mega Ampharos,Mega Pharamp,181,,,ampharos-mega,Ampharos,Yes,ampharos-mega,Electric,,Dragon,,"5,120",Monster,Field,50.00%,50.00%,Mold Breaker,,,,Gust,Flying,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Oddish,4,Sun Stone,Bellossom,Joliflor,182,,,bellossom,Bellossom,,bellossom,Grass,,,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Healer,,Gyro Ball,Steel,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Marill,0,,Marill,Marill,183,,,marill,Marill,,marill,Water,,,,"2,560",Water 1,Fairy,50.00%,50.00%,Thick Fat,Huge Power,Sap Sipper,,Hail,Ice,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Marill,1,18,Azumarill,Azumarill,184,,,azumarill,Azumarill,,azumarill,Water,,,,"2,560",Water 1,Fairy,50.00%,50.00%,Thick Fat,Huge Power,Sap Sipper,,Hammer Arm,Fighting,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Sudowoodo,0,15 (Mimic),Sudowoodo,Simularbre,185,,,sudowoodo,Sudowoodo,,sudowoodo,Rock,,,,"5,120",Mineral,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Happy Hour,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Sudowoodo,1,15 (Mimic),Alpha Sudowoodo,Baron Simularbre,185,,,sudowoodo,Sudowoodo,,sudowoodo-alpha,Rock,,,,"5,120",Mineral,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Happy Hour,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Sudowoodo,2,15 (Mimic),Sudowoodo ♀,Simularbre ♀,185,,,sudowoodo,Sudowoodo,,sudowoodo-f,Rock,,,,"5,120",Mineral,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Harden,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Sudowoodo,3,15 (Mimic),Alpha Sudowoodo ♀,Baron Simularbre ♀,185,,,sudowoodo,Sudowoodo,,sudowoodo-f-alpha,Rock,,,,"5,120",Mineral,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Harden,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Poliwag,4,Trade (Kings Rock),Politoed,Tarpaud,186,,,politoed,Politoed,,politoed,Water,,,,"5,120",Water 1,,50.00%,50.00%,Water Absorb,Damp,Drizzle,,Haze,Ice,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Poliwag,5,Trade (Kings Rock),Politoed ♀,Tarpaud ♀,186,,,politoed,Politoed,,politoed-f,Water,,,,"5,120",Water 1,,50.00%,50.00%,Water Absorb,Damp,Drizzle,,Head Charge,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Hoppip,0,,Hoppip,Granivol,187,,,hoppip,Hoppip,,hoppip,Grass,,Flying,,"5,120",Fairy,Grass,50.00%,50.00%,Chlorophyll,Leaf Guard,Infiltrator,,Head Smash,Rock,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Hoppip,1,18,Skiploom,Floravol,188,,,skiploom,Skiploom,,skiploom,Grass,,Flying,,"5,120",Fairy,Grass,50.00%,50.00%,Chlorophyll,Leaf Guard,Infiltrator,,Headbutt,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Hoppip,2,27,Jumpluff,Cotovol,189,,,jumpluff,Jumpluff,,jumpluff,Grass,,Flying,,"5,120",Fairy,Grass,50.00%,50.00%,Chlorophyll,Leaf Guard,Infiltrator,,Heal Bell,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Aipom,0,,Aipom,Capumain,190,,,aipom,Aipom,,aipom,Normal,,,,"5,120",Field,,50.00%,50.00%,Run Away,Pickup,Skill Link,,Heal Block,Pyschic,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Aipom,1,,Alpha Aipom,Baron Capumain,190,,,aipom,Aipom,,aipom-alpha,Normal,,,,"5,120",Field,,50.00%,50.00%,Run Away,Pickup,Skill Link,,Heal Block,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Aipom,2,,Aipom ♀,Capumain ♀,190,,,aipom,Aipom,,aipom-f,Normal,,,,"5,120",Field,,50.00%,50.00%,Run Away,Pickup,Skill Link,,Heal Order,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Aipom,3,,Alpha Aipom ♀,Baron Capumain ♀,190,,,aipom,Aipom,,aipom-f-alpha,Normal,,,,"5,120",Field,,50.00%,50.00%,Run Away,Pickup,Skill Link,,Heal Order,Bug,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Sunkern,0,,Sunkern,Tournegrin,191,,,sunkern,Sunkern,,sunkern,Grass,,,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,Solar Power,Early Bird,,Heal Pulse,Pyschic,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Sunkern,1,Sun Stone,Sunflora,Héliatronc,192,,,sunflora,Sunflora,,sunflora,Grass,,,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,Solar Power,Early Bird,,Healing Wish,Pyschic,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Yanma,0,,Yanma,Yanma,193,,,yanma,Yanma,,yanma,Bug,,Flying,,"5,120",Bug,,50.00%,50.00%,Speed Boost,Compound Eyes,Frisk,,Heart Stamp,Pyschic,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Yanma,1,,Alpha Yanma,Baron Yanma,193,,,yanma,Yanma,,yanma-alpha,Bug,,Flying,,"5,120",Bug,,50.00%,50.00%,Speed Boost,Compound Eyes,Frisk,,Heart Stamp,Pyschic,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Wooper,0,,Wooper,Axoloto,194,,,wooper,Wooper,,wooper,Water,,Ground,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Water Absorb,Unaware,,Heart Swap,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Wooper,1,,Wooper ♀,Axoloto ♀,194,,,wooper,Wooper,,wooper-f,Water,,Ground,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Water Absorb,Unaware,,Heat Crash,Fire,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Wooper,2,20,Quagsire,Maraiste,195,,,quagsire,Quagsire,,quagsire,Water,,Ground,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Water Absorb,Unaware,,Heat Wave,Fire,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Wooper,3,20,Quagsire ♀,Maraiste ♀,195,,,quagsire,Quagsire,,quagsire-f,Water,,Ground,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Water Absorb,Unaware,,Heavy Slam,Steel,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Eevee,4,2 (Day + Happiness),Espeon,Mentali,196,,,espeon,Espeon,,espeon,Pyschic,,,,"8,960",Field,,88.10%,11.90%,Synchronize,,Magic Bounce,,Helping Hand,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Eevee,5,2 (Day + Happiness),Alpha Espeon,Baron Mentali,196,,,espeon,Espeon,,espeon-alpha,Pyschic,,,,"8,960",Field,,88.10%,11.90%,Synchronize,,Magic Bounce,,Helping Hand,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Eevee,6,2 (Night + Happiness),Umbreon,Noctali,197,,,umbreon,Umbreon,,umbreon,Dark,,,,"8,960",Field,,88.10%,11.90%,Synchronize,,Inner Focus,,Hex,Ghost,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Eevee,7,2 (Night + Happiness),Alpha Umbreon,Baron Noctali,197,,,umbreon,Umbreon,,umbreon-alpha,Dark,,,,"8,960",Field,,88.10%,11.90%,Synchronize,,Inner Focus,,Hex,Ghost,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Murkrow,0,,Murkrow,Cornèbre,198,,,murkrow,Murkrow,,murkrow,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Prankster,,Hidden Power,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Murkrow,1,,Alpha Murkrow,Baron Cornèbre,198,,,murkrow,Murkrow,,murkrow-alpha,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Prankster,,Hidden Power,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Murkrow,2,,Murkrow ♀,Cornèbre ♀,198,,,murkrow,Murkrow,,murkrow-f,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Prankster,,High Horsepower,Ground,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Murkrow,3,,Alpha Murkrow ♀,Baron Cornèbre ♀,198,,,murkrow,Murkrow,,murkrow-f-alpha,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Prankster,,High Horsepower,Ground,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Slowpoke,4,Trade (Kings Rock),Slowking,Roigada,199,,,slowking,Slowking,,slowking,Water,,Pyschic,,"5,120",Monster,Water 1,50.00%,50.00%,Oblivious,Own Tempo,Regenerator,,High Jump Kick,Fighting,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Slowpoke,5,,Slowking-Galar,Roigada de Galar,199,,,slowking-galar,"Slowking
(Galarian)",,slowking-galar,Pyschic,,,,"5,120",Monster,Water 1,50.00%,50.00%,Gluttony,Own Tempo,Regenerator,Oblivious,Defense Curl,Normal,,,
Yes,Yes,2,"Gold, Silver, Crystal",,,,Misdreavus,0,,Misdreavus,Feuforêve,200,,,misdreavus,Misdreavus,,misdreavus,Ghost,,,,"6,240",Amorphous,,50.00%,50.00%,Levitate,,,,Hold Back,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Misdreavus,1,,Alpha Misdreavus,Baron Feuforêve,200,,,misdreavus,Misdreavus,,misdreavus-alpha,Ghost,,,,"6,240",Amorphous,,50.00%,50.00%,Levitate,,,,Hold Back,Normal,,,
Yes,No,2,"Gold, Silver, Crystal",,,,Unown,2,,Unown A,Zarbi A,201,,,unown,Unown,,unown-a,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Hold Hands,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Unown,3,,Alpha Unown A,Baron Zarbi A,201,,,unown,Unown,,unown-a-alpha,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Hold Hands,Normal,,,
Yes,No,2,"Gold, Silver, Crystal",Alternate,,,Unown,4,,Unown B,Zarbi B,201,,,unown-b,Unown,,unown-b,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Hone Claws,Dark,,,
Yes,No,8,Pokémon Legends Arceus,Alternate,,Alpha,Unown,5,,Alpha Unown B,Baron Zarbi B,201,,,unown-b,Unown,,unown-b-alpha,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Hone Claws,Dark,,,
Yes,No,2,"Gold, Silver, Crystal",Alternate,,,Unown,6,,Unown C,Zarbi C,201,,,unown-c,Unown,,unown-c,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Horn Attack,Normal,,,
Yes,No,8,Pokémon Legends Arceus,Alternate,,Alpha,Unown,7,,Alpha Unown C,Baron Zarbi C,201,,,unown-c,Unown,,unown-c-alpha,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Horn Attack,Normal,,,
Yes,No,2,"Gold, Silver, Crystal",Alternate,,,Unown,8,,Unown D,Zarbi D,201,,,unown-d,Unown,,unown-d,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Horn Drill,Normal,,,
Yes,No,8,Pokémon Legends Arceus,Alternate,,Alpha,Unown,9,,Alpha Unown D,Baron Zarbi D,201,,,unown-d,Unown,,unown-d-alpha,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Horn Drill,Normal,,,
Yes,No,2,"Gold, Silver, Crystal",Alternate,,,Unown,10,,Unown E,Zarbi E,201,,,unown-e,Unown,,unown-e,Pyschic,,,,"10,240",Undiscovered,,○,○,Levitate,,,,Horn Leech,Grass,,,
